Statement,Verdict
"""There are 390 million guns out on the streets of a country of 329 million people.""",TRUE
"Florida’s red flag gun law has been used ""about five times a day.""",TRUE
"The ""boyfriend loophole"" means that ""if you commit a serious crime of domestic abuse against your wife, you can't get a gun, but if you do it against your girlfriend, you can."" ",half-true
"Says Hitler said, ""This year will go down in history. For the first time, a civilized nation has full gun registration! Our streets will be safer, our police more efficient, and the world will follow our lead into the future!""",FALSE
" Says the Philadelphia shootings were ""fake"" and that police officers sprayed ""fake blood on themselves.""",pants-fire
"In Australia ""they went and confiscated all the guns. You know who did what Australia did? Venezuela."" ",barely-true
"A man arrested by Lubbock, Texas, police for a gun threat said ""his accomplices will be going to different Wal-Mart stores and shooting.""",FALSE
"""97% of murders occur with handguns.""",barely-true
"Law-abiding gun owners stop crimes ""2.5 million times a year,"" according to the federal Centers for Disease Control.",barely-true
"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",barely-true
"Says Haley Stevens’ plan for “socialized medicine” would “eliminate 100,000 doctors and nurses.”",barely-true
"Under an executive order, “expensive insulin went from big dollars to virtual pennies … especially (for) our seniors.”",barely-true
"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",TRUE
The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,FALSE
"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",TRUE
"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”",TRUE
"“First off, it’s in statute already in HIPAA that preexisting conditions are covered.”",barely-true
“The spot where they are ‘getting a sample’ for the COVID-19 test is called your Blood-Brain Barrier.”,pants-fire
"Republicans didn't ""increase state funding for nursing homes in the last budget.""",FALSE
"“Detroit spent $294 million on police last year, and $9 million on health.”",mostly-true
"“N95 masks block few, if any” COVID-19 particles due to their size.",pants-fire
"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",TRUE
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,mostly-true
"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",barely-true
"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",barely-true
"Says Joni Ernst ""claims she ‘pushed for’ new funding for hospitals and COVID-19 testing after opposing It for weeks.”",half-true
"Says GOP state Sen. Patrick Testin is responsible for lost $25M in federal funding, because he refused “to do his job.”",barely-true
Says Gov Tony Evers’ administration deemed dentists non-essential,FALSE
"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.”",pants-fire
"“The flu killed 80,000 Americans last year according to the CDC.”",barely-true
Homeless people are immune to COVID-19,pants-fire
"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1,400 lives.""",mostly-true
COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,mostly-true
"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”",mostly-true
“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,TRUE
Says the April 22 jump in COVID-19 cases was related to the election.,FALSE
“We are currently using only around 20% of our testing capacity.”,half-true
Wisconsin is “clearly seeing a decline in COVID infections”,barely-true
Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,FALSE
"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",barely-true
"“Over 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.""",half-true
"Last year, ""for the first time in 51 years, the cost of prescription drugs actually went down.""",barely-true
" ""The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.""",TRUE
"Says Gary Peters ""supports ‘Medicare for All,’ siding with radical liberals.""",FALSE
"""We end the $100 billion a year that the health care industry makes.""",TRUE
"""I was the person who saved Pre-Existing Conditions in your healthcare.""",pants-fire
"""Last year, 36 million Americans didn’t have a prescription filled because they couldn’t afford it.""",TRUE
"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",TRUE
"""Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’"" ",barely-true
"""The fact is that right now the vast majority of Democrats do not support Medicare for All.""",barely-true
"""Over 70% of the people support Roe v. Wade. Over 90% of the people support funding for Planned Parenthood and making sure women can get the health care they need."" ",half-true
" ""160 million people like their private insurance.""",half-true
"""If we make no changes over the next 10 years, Americans will reach into their pockets and pay out about $11 trillion on insurance premiums, copays, deductibles and uncovered medical expenses."" ",TRUE
"""Marijuana has a unique impact on the developing brain. It can prime your brain for addiction to other substances.""",half-true
"""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All. ",barely-true
